Date,Open,High,Low,Close,Adj Close,Volume,Gain
3/10/2017,138.910004,139.490005,138.220001,138.789993,138.789993,16314100,-0.120011
3/13/2017,138.710007,139.679993,138.669998,139.600006,139.600006,10955500,0.889999
3/14/2017,139.460007,139.460007,138.520004,139.320007,139.320007,12944000,-0.14
3/15/2017,139.289993,140.100006,138.490005,139.720001,139.720001,19344800,0.430008
3/16/2017,140.199997,140.25,139.729996,139.990005,139.990005,13612900,-0.209992
3/17/2017,140.339996,140.339996,139.699997,139.839996,139.839996,20592800,-0.5
3/20/2017,139.710007,140.190002,139.25,139.940002,139.940002,12099500,0.229995
3/21/2017,141.149994,142.309998,138.399994,138.509995,138.509995,29894800,-2.639999
3/22/2017,137.929993,139.789993,137.600006,139.589996,139.589996,17055400,1.660003
3/23/2017,139.479996,140.389999,139.089996,139.529999,139.529999,13022800,0.050003
3/24/2017,140.080002,141.020004,139.759995,140.339996,140.339996,16664700,0.259994
3/27/2017,139.050003,140.649994,138.770004,140.320007,140.320007,12800500,1.270004
3/28/2017,140.360001,141.949997,140.009995,141.759995,141.759995,14679400,1.399994
3/29/2017,141.990005,142.860001,141.429993,142.649994,142.649994,16527600,0.659989
3/30/2017,142.399994,142.949997,141.850006,142.410004,142.410004,12404000,0.01001
3/31/2017,142.309998,142.630005,141.889999,142.050003,142.050003,11478300,-0.259995
4/3/2017,141.929993,142.470001,140.820007,142.279999,142.279999,13564000,0.350006
4/4/2017,141.860001,142.089996,141.270004,141.729996,141.729996,12948600,-0.130005
4/5/2017,142.259995,143.440002,141.289993,141.850006,141.850006,17158100,-0.409989
4/6/2017,142.110001,142.220001,140.910004,141.169998,141.169998,15103400,-0.940003
4/7/2017,141.199997,141.550003,140.240005,140.779999,140.779999,11818300,-0.419998
4/10/2017,141,141.429993,140.630005,141.039993,141.039993,9039400,0.039993
4/11/2017,140.800003,141.029999,138.809998,139.919998,139.919998,16638100,-0.880005
4/12/2017,139.720001,140.399994,139.440002,139.580002,139.580002,11612500,-0.139999
4/13/2017,139.619995,140.580002,139.330002,139.389999,139.389999,10965600,-0.229996
4/17/2017,139.759995,141.550003,139.75,141.419998,141.419998,11519700,1.660003
4/18/2017,141.270004,141.910004,140.610001,140.960007,140.960007,14807500,-0.309997
4/19/2017,141.350006,143.039993,141.270004,142.270004,142.270004,15563900,0.919998
4/20/2017,142.949997,144.25,142.690002,143.800003,143.800003,15968200,0.850006
4/21/2017,143.899994,144.169998,142.270004,143.679993,143.679993,12382000,-0.220001
4/24/2017,144.960007,145.669998,144.339996,145.470001,145.470001,14407200,0.509994
4/25/2017,145.789993,147.149994,145.789993,146.490005,146.490005,17767500,0.700012
4/26/2017,147.089996,147.589996,146.089996,146.559998,146.559998,12395000,-0.529998
4/27/2017,146.669998,147.75,146.139999,147.699997,147.699997,11275100,1.029999
4/28/2017,149.5,151.529999,149.070007,150.25,150.25,30568000,0.75
5/1/2017,151.740005,152.570007,151.419998,152.460007,152.460007,25218300,0.720002
5/2/2017,153.339996,153.440002,151.660004,152.779999,152.779999,21870400,-0.559997
5/3/2017,153.600006,153.600006,151.339996,151.800003,151.800003,29782500,-1.800003
5/4/2017,150.169998,151.520004,148.720001,150.850006,150.850006,36225500,0.680008
5/5/2017,151.449997,151.630005,149.789993,150.240005,150.240005,17148500,-1.209992
5/8/2017,150.710007,151.080002,149.740005,151.059998,151.059998,15827500,0.349991
5/9/2017,151.490005,152.589996,150.210007,150.479996,150.479996,17453900,-1.010009
5/10/2017,150.229996,150.520004,148.860001,150.289993,150.289993,12080700,0.059997
5/11/2017,150.309998,150.649994,149.410004,150.039993,150.039993,11841900,-0.270005
5/12/2017,150.399994,150.460007,149.630005,150.330002,150.330002,9598200,-0.069992
5/15/2017,150.169998,151.479996,149.770004,150.190002,150.190002,15064700,0.020004
5/16/2017,150.110001,150.210007,149.029999,149.779999,149.779999,14550800,-0.330002
5/17/2017,148,148.669998,144.419998,144.850006,144.850006,28300100,-3.149994
5/18/2017,144.720001,148.149994,144.509995,147.660004,147.660004,23031600,2.940003
5/19/2017,148.449997,149.389999,147.960007,148.059998,148.059998,16187900,-0.389999
5/22/2017,148.080002,148.589996,147.690002,148.240005,148.240005,12586700,0.160003
5/23/2017,148.520004,148.809998,147.25,148.070007,148.070007,12817800,-0.449997
5/24/2017,148.509995,150.229996,148.419998,150.039993,150.039993,17862400,1.529998
5/25/2017,150.300003,152.589996,149.949997,151.960007,151.960007,19891400,1.660004
5/26/2017,152.229996,152.25,151.149994,152.130005,152.130005,14996200,-0.099991
5/30/2017,151.970001,152.899994,151.639999,152.380005,152.380005,13226000,0.410004
5/31/2017,152.699997,153.350006,151.089996,151.460007,151.460007,18023900,-1.23999
6/1/2017,151.75,152.289993,150.300003,151.529999,151.529999,14530600,-0.220001
6/2/2017,151.850006,153.630005,151.300003,153.610001,153.610001,16854400,1.759995
6/5/2017,153.639999,154.710007,153.410004,153.630005,153.630005,12520400,-0.009994
6/6/2017,153.410004,154.520004,152.479996,152.809998,152.809998,13457100,-0.600006
6/7/2017,153.270004,153.75,152.339996,153.119995,153.119995,12066700,-0.150009
6/8/2017,154.080002,154.729996,153.100006,154.710007,154.710007,17719700,0.630005
6/9/2017,154.770004,155.589996,146.610001,149.600006,149.600006,35577700,-5.169998
6/12/2017,148.169998,149.199997,144.559998,148.440002,148.440002,33170200,0.270004
6/13/2017,150.149994,151.179993,148.899994,150.679993,150.679993,20483400,0.529999
6/14/2017,151.259995,152.399994,149.050003,150.25,150.25,20808800,-1.009995
6/15/2017,147.669998,150.039993,146.369995,149.800003,149.800003,18994200,2.130005
6/16/2017,149.589996,150.830002,148.600006,150.639999,150.639999,22882400,1.050003
6/19/2017,151.710007,153.570007,151.710007,152.869995,152.869995,19026500,1.159988
6/20/2017,152.880005,153.839996,152.210007,152.25,152.25,14743900,-0.630005
6/21/2017,152.360001,154.080002,151.880005,153.910004,153.910004,15039800,1.550003
6/22/2017,153.009995,154.550003,152.910004,153.399994,153.399994,13005500,0.389999
6/23/2017,152.720001,155.199997,152.649994,155.070007,155.070007,18027000,2.350006
6/26/2017,156.25,156.5,153.199997,153.589996,153.589996,18049700,-2.660004
6/27/2017,152.839996,153.309998,150.389999,150.580002,150.580002,19360800,-2.259994
6/28/2017,150.919998,153.470001,149.860001,153.240005,153.240005,16719100,2.320007
6/29/2017,152.279999,152.5,148.919998,151.039993,151.039993,23973500,-1.240006
6/30/2017,151.899994,151.919998,150.059998,150.979996,150.979996,17666000,-0.919998
7/3/2017,151.720001,152.149994,147.800003,148.429993,148.429993,13862700,-3.290008
7/5/2017,149,150.850006,148.130005,150.339996,150.339996,14334300,1.339996
7/6/2017,149.029999,150.039993,148,148.820007,148.820007,14951800,-0.209992
7/7/2017,149.25,151.990005,149.190002,151.440002,151.440002,13615900,2.190002
7/10/2017,151.690002,153.979996,151.509995,153.5,153.5,13378700,1.809998
7/11/2017,153.369995,155.419998,152.910004,155.270004,155.270004,13667700,1.900009
7/12/2017,156.490005,159.160004,156.199997,158.899994,158.899994,22739400,2.409989
7/13/2017,158.740005,159.779999,158.419998,159.259995,159.259995,13929200,0.51999
7/14/2017,160.130005,160.320007,159.330002,159.970001,159.970001,16371200,-0.160004
7/17/2017,160.25,160.779999,158.809998,159.729996,159.729996,12858800,-0.520004
7/18/2017,159.660004,163.729996,159.419998,162.860001,162.860001,23722900,3.199997
7/19/2017,163.589996,165.699997,163.169998,164.139999,164.139999,26273600,0.550003
7/20/2017,164.800003,165,162.809998,164.529999,164.529999,18523100,-0.270004
7/21/2017,164.160004,165.050003,163.75,164.429993,164.429993,14744000,0.269989
7/24/2017,164.639999,166.169998,164.309998,166,166,17367000,1.360001
7/25/2017,165.009995,165.539993,163.860001,165.279999,165.279999,15383200,0.270004
7/26/2017,166.009995,166.009995,164.100006,165.610001,165.610001,35236900,-0.399994
7/27/2017,174.699997,175.490005,167.5,170.440002,170.440002,68910700,-4.259995
7/28/2017,169.070007,173.429993,169.050003,172.449997,172.449997,24557600,3.37999
7/31/2017,172,172.720001,168.550003,169.25,169.25,25478900,-2.75
8/1/2017,169.820007,170.470001,169.050003,169.860001,169.860001,14385000,0.039994
8/2/2017,170.300003,170.550003,166.910004,169.300003,169.300003,17433800,-1
8/3/2017,169.300003,169.699997,168.25,168.589996,168.589996,10793800,-0.710007
8/4/2017,168.970001,170.059998,168.690002,169.619995,169.619995,10777700,0.649994
8/7/2017,169.949997,172.059998,169.660004,171.979996,171.979996,12787800,2.029999
8/8/2017,171.880005,173.050003,170.619995,171.229996,171.229996,14393500,-0.650009
8/9/2017,169.979996,171.449997,169.559998,171.179993,171.179993,10815000,1.199997
8/10/2017,170.059998,170.589996,166.850006,167.399994,167.399994,20832700,-2.660004
8/11/2017,167.949997,168.820007,166.850006,168.080002,168.080002,13791200,0.130005
8/14/2017,170.089996,171.080002,169.289993,170.75,170.75,12954200,0.660004
8/15/2017,171.490005,171.5,170.009995,171,171,8729200,-0.490005
8/16/2017,171.25,171.380005,169.240005,170,170,15779900,-1.25
8/17/2017,169.339996,169.860001,166.850006,166.910004,166.910004,17216000,-2.429992
8/18/2017,166.839996,168.669998,166.210007,167.410004,167.410004,15093600,0.570008
8/21/2017,167.160004,168,165.820007,167.779999,167.779999,11907500,0.619995
8/22/2017,168.279999,169.869995,167.149994,169.639999,169.639999,11391000,1.36
8/23/2017,168.839996,169.360001,168.199997,168.710007,168.710007,9856500,-0.129989
8/24/2017,168.880005,169.289993,166.410004,167.740005,167.740005,14030400,-1.14
8/25/2017,167.860001,168.380005,166.179993,166.320007,166.320007,12614500,-1.539994
8/28/2017,166.910004,167.699997,166.330002,167.240005,167.240005,8553700,0.330001
8/29/2017,165.25,168.429993,165,168.050003,168.050003,11121000,2.800003
8/30/2017,168.169998,170.179993,167.630005,169.919998,169.919998,11138300,1.75
8/31/2017,170.399994,172.149994,170.059998,171.970001,171.970001,17226500,1.570007
9/1/2017,172.399994,172.919998,171.309998,172.020004,172.020004,11677600,-0.37999
9/5/2017,171.270004,172.389999,169.550003,170.720001,170.720001,13210900,-0.550003
9/6/2017,170.910004,172.479996,169.570007,172.089996,172.089996,13906300,1.179992
9/7/2017,171.940002,173.309998,170.270004,173.210007,173.210007,18049500,1.270005
9/8/2017,173.089996,173.490005,170.800003,170.949997,170.949997,10998500,-2.139999
9/11/2017,172.399994,173.889999,172.199997,173.509995,173.509995,12372000,1.110001
9/12/2017,173.759995,174,171.75,172.960007,172.960007,11186300,-0.799988
9/13/2017,173.009995,173.169998,172.059998,173.050003,173.050003,9119300,0.040008
9/14/2017,172.259995,172.279999,170.5,170.960007,170.960007,15615700,-1.299988
9/15/2017,170.880005,172.339996,170.259995,171.639999,171.639999,15660500,0.759994
9/18/2017,171.990005,172.070007,169.339996,170.009995,170.009995,12954000,-1.98001
9/19/2017,170.619995,172.559998,170.360001,172.520004,172.520004,13168600,1.900009
9/20/2017,172.5,173.050003,170.699997,172.169998,172.169998,12264100,-0.330002
9/21/2017,171.690002,172.270004,170.009995,171.110001,171.110001,11161400,-0.580001
9/22/2017,170.210007,171.729996,169.220001,170.539993,170.539993,12097100,0.329986
9/25/2017,169.240005,169.300003,161.559998,162.869995,162.869995,41251600,-6.37001
9/26/2017,164.5,165.5,162.779999,164.210007,164.210007,23363300,-0.289993
9/27/2017,165.899994,168.339996,165.570007,167.679993,167.679993,19242500,1.779999
9/28/2017,167.940002,169.070007,167.160004,168.729996,168.729996,12178700,0.789994
9/29/2017,168.830002,171.660004,168.809998,170.869995,170.869995,15340400,2.039993
10/2/2017,171.389999,171.869995,168.75,169.470001,169.470001,13392300,-1.919998
10/3/2017,169.300003,170.729996,169.199997,169.960007,169.960007,8190300,0.660004
10/4/2017,169.830002,170.669998,168.289993,168.419998,168.419998,12127900,-1.410004
10/5/2017,169.179993,171.309998,168.600006,171.240005,171.240005,14580600,2.060012
10/6/2017,170.25,172.369995,169.75,172.229996,172.229996,13124500,1.979996
10/9/2017,172.699997,174.880005,172,172.5,172.5,14570400,-0.199997
10/10/2017,173,173.199997,170.800003,171.589996,171.589996,11341100,-1.410004
10/11/2017,171.949997,172.779999,171.399994,172.740005,172.740005,11283700,0.790008
10/12/2017,172.610001,173.850006,172.289993,172.550003,172.550003,10351000,-0.059998
10/13/2017,173.449997,174.649994,173.199997,173.740005,173.740005,13658300,0.290008
10/16/2017,174.490005,175,174.059998,174.520004,174.520004,11498800,0.029999
10/17/2017,174.710007,176.130005,174.360001,176.110001,176.110001,15990100,1.399994
10/18/2017,176.649994,176.740005,175.75,176.029999,176.029999,12752400,-0.619995
10/19/2017,174.929993,176.029999,172.630005,174.559998,174.559998,14048400,-0.369995
10/20/2017,175.5,175.880005,174.630005,174.979996,174.979996,12602200,-0.520004
10/23/2017,175.199997,175.339996,171.25,171.270004,171.270004,13852700,-3.929993
10/24/2017,172.300003,173.240005,171.5,171.800003,171.800003,12267900,-0.5
10/25/2017,171.899994,172.25,168.889999,170.600006,170.600006,15868200,-1.299988
10/26/2017,171.380005,172.289993,170.389999,170.630005,170.630005,11833100,-0.75
10/27/2017,174.149994,178.210007,173.899994,177.880005,177.880005,30285300,3.730011
10/30/2017,179.259995,180.690002,177.610001,179.869995,179.869995,24353200,0.61
10/31/2017,180.570007,180.800003,178.940002,180.059998,180.059998,20174200,-0.510009
11/1/2017,182.360001,182.899994,180.570007,182.660004,182.660004,40918300,0.300003
11/2/2017,180.630005,181.940002,177.339996,178.919998,178.919998,35529900,-1.710007
11/3/2017,179.289993,179.860001,176.710007,178.919998,178.919998,17822100,-0.369995
11/6/2017,178.559998,180.449997,178.309998,180.169998,180.169998,13312700,1.61
11/7/2017,180.5,180.75,178.960007,180.25,180.25,12928200,-0.25
11/8/2017,179.789993,180.350006,179.110001,179.559998,179.559998,10494100,-0.229995
11/9/2017,178.309998,179.399994,177.089996,179.300003,179.300003,12610300,0.990005
11/10/2017,178.350006,179.100006,177.960007,178.460007,178.460007,11070200,0.110001
11/13/2017,177.5,179.039993,177.300003,178.770004,178.770004,9523400,1.270004
11/14/2017,178.130005,178.970001,177.179993,178.070007,178.070007,9585900,-0.059998
11/15/2017,176.660004,178.570007,176.399994,177.949997,177.949997,10253700,1.289993
11/16/2017,178.759995,179.830002,178.5,179.589996,179.589996,15607600,0.830001
11/17/2017,179.300003,179.979996,178.899994,179,179,13018000,-0.300003
11/20/2017,178.869995,179.5,178.100006,178.740005,178.740005,10052400,-0.12999
11/21/2017,179.149994,181.889999,178.990005,181.860001,181.860001,14504000,2.710007
11/22/2017,181.300003,181.729996,180.440002,180.869995,180.869995,10376300,-0.430008
11/24/2017,180.399994,183.149994,180.289993,182.779999,182.779999,9426300,2.380005
11/27/2017,182.559998,183.729996,181.990005,183.029999,183.029999,12344500,0.470001
11/28/2017,183.509995,184.25,182.089996,182.419998,182.419998,14379700,-1.089997
11/29/2017,181.889999,181.970001,174,175.130005,175.130005,41933500,-6.759994
11/30/2017,176.850006,178.279999,175.199997,177.179993,177.179993,25307600,0.329987
12/1/2017,176.029999,177.479996,172.339996,175.100006,175.100006,20182500,-0.929993
12/4/2017,176.289993,176.570007,170.789993,171.470001,171.470001,24459400,-4.819992
12/5/2017,170.449997,175.380005,169.009995,172.830002,172.830002,20184900,2.380005
12/6/2017,172.5,176.770004,171.899994,176.059998,176.059998,20255800,3.559998
12/7/2017,175.800003,180.389999,175.800003,180.139999,180.139999,20404500,4.339996
12/8/2017,181.529999,182.279999,178.740005,179,179,19883800,-2.529999
12/11/2017,179.300003,180.220001,178.800003,179.039993,179.039993,13168600,-0.26001
12/12/2017,178.600006,179.179993,176.600006,176.960007,176.960007,16854100,-1.639999
12/13/2017,177.300003,179.160004,177.25,178.300003,178.300003,14615700,1
12/14/2017,178.289993,180.360001,177.679993,178.389999,178.389999,13591000,0.100006
12/15/2017,179.020004,180.490005,178.360001,180.179993,180.179993,28463100,1.159989
12/18/2017,181.009995,181.300003,179.75,180.820007,180.820007,17265400,-0.189988
12/19/2017,179.949997,180.080002,178.220001,179.509995,179.509995,14920600,-0.440002
12/20/2017,179.809998,179.809998,177.360001,177.889999,177.889999,11860500,-1.919999
12/21/2017,177.940002,178.679993,177.050003,177.449997,177.449997,11600700,-0.490005
12/22/2017,177.139999,177.529999,176.229996,177.199997,177.199997,8509500,0.059998
12/26/2017,176.630005,177,174.669998,175.990005,175.990005,8897300,-0.64
12/27/2017,176.550003,178.440002,176.259995,177.619995,177.619995,9496100,1.069992
12/28/2017,177.949997,178.940002,177.679993,177.919998,177.919998,12220800,-0.029999
12/29/2017,178,178.850006,176.460007,176.460007,176.460007,10261500,-1.539993
1/2/2018,177.679993,181.580002,177.550003,181.419998,181.419998,18151900,3.740005
1/3/2018,181.880005,184.779999,181.330002,184.669998,184.669998,16886600,2.789993
1/4/2018,184.899994,186.210007,184.100006,184.330002,184.330002,13880900,-0.569992
1/5/2018,185.589996,186.899994,184.929993,186.850006,186.850006,13574500,1.26001
1/8/2018,187.199997,188.899994,186.330002,188.279999,188.279999,17994700,1.080002
1/9/2018,188.699997,188.800003,187.100006,187.869995,187.869995,12393100,-0.830002
1/10/2018,186.940002,187.889999,185.630005,187.839996,187.839996,10529900,0.899994
1/11/2018,188.399994,188.399994,187.380005,187.770004,187.770004,9588600,-0.62999
1/12/2018,178.059998,181.479996,177.399994,179.369995,179.369995,77551300,1.309997
1/16/2018,181.5,181.75,178.039993,178.389999,178.389999,36183800,-3.110001
1/17/2018,179.259995,179.320007,175.800003,177.600006,177.600006,27992400,-1.659989
1/18/2018,178.130005,180.979996,177.080002,179.800003,179.800003,23304900,1.669998
1/19/2018,180.850006,182.369995,180.169998,181.289993,181.289993,26826500,0.439987
1/22/2018,180.800003,185.389999,180.410004,185.369995,185.369995,21059500,4.569992
1/23/2018,186.050003,189.550003,185.550003,189.350006,189.350006,25678800,3.300003
1/24/2018,189.889999,190.660004,186.520004,186.550003,186.550003,24334500,-3.339996
1/25/2018,187.949997,188.619995,186.600006,187.479996,187.479996,17377700,-0.470001
1/26/2018,187.75,190,186.809998,190,190,17759200,2.25
1/29/2018,188.75,188.839996,185.630005,185.979996,185.979996,20453200,-2.770004
1/30/2018,187.619995,188.179993,181.839996,187.119995,187.119995,20858600,-0.5
1/31/2018,188.369995,189.830002,185.220001,186.889999,186.889999,43275100,-1.479996
2/1/2018,188.220001,195.320007,187.889999,193.089996,193.089996,54211300,4.869995
2/2/2018,192.039993,194.210007,189.979996,190.279999,190.279999,26677500,-1.759994
2/5/2018,186.929993,190.610001,180.610001,181.259995,181.259995,33128200,-5.669998
2/6/2018,178.570007,185.770004,177.740005,185.309998,185.309998,37758500,6.739991
2/7/2018,184.149994,185.080002,179.949997,180.179993,180.179993,27601900,-3.970001
2/8/2018,181.009995,181.839996,171.479996,171.580002,171.580002,38478300,-9.429993
2/9/2018,174.759995,176.899994,167.179993,176.110001,176.110001,39887600,1.350006
2/12/2018,177.059998,177.550003,171.839996,176.410004,176.410004,32092100,-0.649994
2/13/2018,175.619995,175.970001,173.100006,173.149994,173.149994,21809400,-2.470001
2/14/2018,173.449997,179.809998,173.210007,179.520004,179.520004,28929700,6.070007
2/15/2018,180.5,180.5,176.839996,179.960007,179.960007,20922100,-0.539993
2/16/2018,178.990005,179.880005,176.300003,177.360001,177.360001,21015600,-1.630004
2/20/2018,175.770004,177.949997,175.110001,176.009995,176.009995,21204900,0.239991
2/21/2018,176.710007,181.270004,176.399994,177.910004,177.910004,23200800,1.199997
2/22/2018,178.699997,180.210007,177.410004,178.990005,178.990005,18464200,0.290008
2/23/2018,179.899994,183.389999,179.509995,183.289993,183.289993,19007300,3.389999
2/26/2018,184.580002,185.660004,183.220001,184.929993,184.929993,17599700,0.349991
2/27/2018,184.449997,184.699997,181.460007,181.460007,181.460007,15849800,-2.98999
2/28/2018,182.300003,182.880005,178.139999,178.320007,178.320007,18783000,-3.979996
3/1/2018,179.009995,180.119995,174.410004,175.940002,175.940002,23201600,-3.069993
3/2/2018,173.289993,177.110001,172.990005,176.619995,176.619995,20025900,3.330002
3/5/2018,176.199997,181.149994,175.889999,180.399994,180.399994,16189300,4.199997
3/6/2018,181.779999,182.380005,179.110001,179.779999,179.779999,15086800,-2
3/7/2018,178.740005,183.820007,178.070007,183.710007,183.710007,19097300,4.970002
3/8/2018,183.559998,184.399994,181.449997,182.339996,182.339996,17225900,-1.220002
3/9/2018,183.910004,185.509995,183.210007,185.229996,185.229996,18526300,1.319992
3/12/2018,185.229996,186.100006,184.220001,184.759995,184.759995,15301200,-0.470001
3/13/2018,185.610001,185.990005,181.110001,181.880005,181.880005,18067500,-3.729996
3/14/2018,182.600006,184.25,181.850006,184.190002,184.190002,16821700,1.589996
3/15/2018,183.240005,184,182.190002,183.860001,183.860001,15614300,0.619996
3/16/2018,184.490005,185.330002,183.410004,185.089996,185.089996,24403400,0.599991
3/19/2018,177.009995,177.169998,170.059998,172.559998,172.559998,88140100,-4.449997
3/20/2018,167.470001,170.199997,161.949997,168.149994,168.149994,129851800,0.679993
3/21/2018,164.800003,173.399994,163.300003,169.389999,169.389999,106598800,4.589996
3/22/2018,166.130005,170.270004,163.720001,164.889999,164.889999,73743000,-1.240006
3/23/2018,165.440002,166.600006,159.020004,159.389999,159.389999,53609700,-6.050003
3/26/2018,160.820007,161.100006,149.020004,160.059998,160.059998,126116600,-0.760009
3/27/2018,156.309998,162.850006,150.75,152.220001,152.220001,79117000,-4.089997
3/28/2018,151.649994,155.880005,150.800003,153.029999,153.029999,60029200,1.380005
3/29/2018,155.149994,161.419998,154.139999,159.789993,159.789993,59434300,4.639999
4/2/2018,157.809998,159.199997,154.110001,155.389999,155.389999,36796000,-2.419999
4/3/2018,156.550003,157.389999,150.809998,156.110001,156.110001,42034000,-0.440002
4/4/2018,152.029999,155.559998,150.509995,155.100006,155.100006,49885600,3.070007
4/5/2018,161.559998,161.570007,156.649994,159.339996,159.339996,41449600,-2.220002
4/6/2018,157.729996,161.419998,156.809998,157.199997,157.199997,41644800,-0.529999
4/9/2018,157.820007,160.529999,156.039993,157.929993,157.929993,34915200,0.109986
4/10/2018,157.929993,165.979996,157.009995,165.039993,165.039993,57889300,7.11
4/11/2018,165.360001,168.649994,163.25,166.320007,166.320007,56144600,0.960006
4/12/2018,166.979996,167.449997,163.100006,163.869995,163.869995,38263000,-3.110001
4/13/2018,164.580002,165.699997,163.770004,164.520004,164.520004,19990600,-0.059998
4/16/2018,165.720001,165.779999,163.389999,164.830002,164.830002,18119400,-0.889999
4/17/2018,165.830002,169,165.660004,168.660004,168.660004,22743000,2.830002
4/18/2018,166.880005,168.119995,165.770004,166.360001,166.360001,20969600,-0.520004
4/19/2018,166.199997,168.330002,165.199997,168.100006,168.100006,22235000,1.900009
4/20/2018,167.789993,168.429993,165.809998,166.279999,166.279999,19119400,-1.509994
4/23/2018,167.270004,168.449997,165.089996,165.839996,165.839996,23088100,-1.430008
4/24/2018,165.429993,166.100006,158.190002,159.690002,159.690002,35079900,-5.739991
4/25/2018,160.139999,161.059998,156.190002,159.690002,159.690002,41083600,-0.449997
4/26/2018,173.220001,176.270004,170.800003,174.160004,174.160004,77556900,0.940003
4/27/2018,176.809998,177.100006,172.600006,173.589996,173.589996,29804700,-3.220002
4/30/2018,173.789993,175.720001,171.710007,172,172,20750500,-1.789993
5/1/2018,172,174.020004,170.229996,173.860001,173.860001,26025900,1.860001
5/2/2018,174.25,178.080002,174.199997,176.070007,176.070007,30424500,1.820007
5/3/2018,175.130005,176.119995,172.119995,174.020004,174.020004,24026100,-1.110001
5/4/2018,173.080002,176.979996,173.059998,176.610001,176.610001,17677800,3.529999
5/7/2018,177.350006,179.5,177.169998,177.970001,177.970001,18697200,0.619995
5/8/2018,178.25,179.039993,177.110001,178.919998,178.919998,15577200,0.669998
5/9/2018,179.669998,183.009995,178.779999,182.660004,182.660004,23282800,2.990006
5/10/2018,183.149994,186.130005,182.5,185.529999,185.529999,21071400,2.380005
5/11/2018,184.850006,188.320007,184.179993,186.990005,186.990005,21207800,2.139999
5/14/2018,187.710007,187.860001,186.199997,186.639999,186.639999,15646700,-1.070008
5/15/2018,184.880005,185.289993,183.199997,184.320007,184.320007,15429400,-0.559998
5/16/2018,183.699997,184.320007,182.660004,183.199997,183.199997,16714200,-0.5
